pdf_page,book_page,number,cargo_name,parent_group,cas,marpol,fosfa,niop,eu,rel_density,solubility_c,boil_point_c,melt_point_c,viscosity_mpas,flash_point_c,static_accumulator,is_group_heading,raw_details
543,540,120,DODECYLPHENOL,,27193-86-8,X,,,,"0,9",INSOLUBLE,154,,,310,,no,"CAS: 27193-86-8 | MARPOL: X REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 154 FLASH POINT [°C]: 310"
543,540,121,EPICHLOROHYDRIN,,106-89-8,Y,B,,,"1,18",6,115,-57,"1,1",26,,no,"CAS: 106-89-8 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,18 | SOLUBILITY [°C]: 6 | BOIL. POINT [°C]: 115 MELT. POINT [°C]: -57 | VISCOSITY [MPA*S]: 1,1 | FLASH POINT [°C]: 26"
543,540,122,ETHANOL (FOOD GRADE),,64-17-5,Z,A,L1,A,"0,79",COMPLETE,78,-114,"1,2",12,,no,"CAS: 64-17-5 | MARPOL: Z | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,79 SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 78 MELT. POINT [°C]: -114 | VISCOSITY [MPA*S]: 1,2 | FLASH POINT [°C]: 12"
543,540,123,ETHANOL INDUSTRIAL GRADE,,64-17-5,Z,A,L2,A,"0,79",COMPLETE,78,-114,"1,2",12,,no,"CAS: 64-17-5 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,79 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 78 MELT. POINT [°C]: -114 | VISCOSITY [MPA*S]: 1,2 | FLASH POINT [°C]: 12"
543,540,124,ETHANOLAMINE,,141-43-5,Y,B,,,"1,02",COMPLETE,170,10,,85,,no,"CAS: 141-43-5 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,02 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 170 MELT. POINT [°C]: 10 | FLASH POINT [°C]: 85"
543,540,125,2-ETHOXYETHYL ACETATE,,111-15-9,Y,,,,"0,97",23,156,-62,"1,3",49,YES,no,"CAS: 111-15-9 | MARPOL: Y REL. DENSITY: 0,97 | SOLUBILITY [°C]: 23 | BOIL. POINT [°C]: 156 MELT. POINT [°C]: -62 VISCOSITY [MPA*S]: 1,3 FLASH POINT [°C]: 49 | STATIC ACCUMULATOR: YES"
544,541,126,ETHYL TERT BUTYL ETHER,,637-92-3,Y,A,L2,A,"0,74","1,64",-94,,"0,4",-19,,no,"CAS: 637-92-3 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,74 | SOLUBILITY [°C]: 1,64 | BOIL. POINT [°CJ: 73,1 MELT. POINT [°C]: -94 | VISCOSITY [MPA*S]: 0,4 | FLASH POINT [°C]: -19"
544,541,127,2-ETHYL-3-PROPYLACROLEIN,,645-62-5,Y,,,,"0,9",INSOLUBLE,175,,"1,28",68,,no,"CAS: 645-62-5 | MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 175 VISCOSITY [MPA*S]: 1,28 | FLASH POINT [°C]: 68"
544,541,128,ETHYLACETATE,,141-78-6,Z,A,L2,A,"0,9",9,77,-84,"0,45 (APPROX.)",-4,,no,"CAS: 141-78-6 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,9 | SOLUBILITY [°C]: 9 | BOIL. POINT [°C]: 77 MELT. POINT [°C]: -84 | VISCOSITY [MPA*S]: 0,45 (APPROX.) | FLASH POINT [°C]: -4"
544,541,129,ETHYLACETOACETATE,,141-97-9,Z,,,,"1,03",12,181,-43,"1,72",57,,no,"CAS: 141-97-9 MARPOL: Z REL. DENSITY: 1,03 | SOLUBILITY [°C]: 12 | BOIL. POINT [°C]: 181 MELT. POINT [°C]: -43 | VISCOSITY [MPA*S]: 1,72 | FLASH POINT [°C]: 57"
544,541,130,ETHYLACRYLATE,,140-88-5,Y,B,,,"0,923",2,99,-71,"0,54 (@25°C)",8,YES,no,"CAS: 140-88-5 MARPOL: Y FOSFA: B REL. DENSITY: 0,923 | SOLUBILITY [°C]: 2 | BOIL. POINT [°C]: 99 MELT. POINT [°C]: -71 | VISCOSITY [MPA*S]: 0,54 (@25°C) | FLASH POINT [°C]: 8 STATIC ACCUMULATOR: YES"
544,541,131,ETHYLAMINE,,75-04-7,Y,,,,"0,69",COMPLETE,17,-82,,-37,,no,"CAS: 75-04-7 | MARPOL: Y REL. DENSITY: 0,69 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 17 MELT. POINT [°C]: -82 | FLASH POINT [°C]: -37"
544,541,132,ETHYLAMINE SOLUTION (72% OR LESS),,75-04-7,Y,,,,"0,8",COMPLETE,39,-74,,-17,,no,"CAS: 75-04-7 | MARPOL: Y REL. DENSITY: 0,8 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 39 MELT. POINT [°C]: -74 | FLASH POINT [°C]: -17"
544,541,133,ETHYLAMYLKETONE,,541-85-5,Y,,,,"0,82","0,3",157,-57,"0,8",43,,no,"CAS: 541-85-5 | MARPOL: Y REL. DENSITY: 0,82 | SOLUBILITY [°C]: 0,3 | BOIL. POINT [°C]: 157 MELT. POINT [°C]: -57 | VISCOSITY [MPA*S]: 0,8 | FLASH POINT [°C]: 43"
545,542,134,ETHYLBENZENE,,10041-4,Y,,,,"0,86",INSOLUBLE,136,-95,"0,671",23,YES,no,"CAS: 10041-4 | MARPOL: Y REL. DENSITY: 0,86 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 136 MELT. POINT [°C]: -95 | VISCOSITY [MPA*S]: 0,671 | FLASH POINT [°C]: 23 | STATIC ACCUMULATOR: YES"
545,542,135,ETHYLENECARBONATE,,9649-1,Z,,,,"1,33 (APPROX)","21,4",244,36,,143,,no,"CAS: 9649-1 | MARPOL: Z REL. DENSITY: 1,33 (APPROX) | SOLUBILITY [°C]: 21,4 | BOIL. POINT [°C]: 244 MELT. POINT [°C]: 36 | FLASH POINT [°C]: 143"
545,542,136,ETHYLENECHLOROHYDRIN,,107-07-3,Y,,,,"1,2",COMPLETE,129,-68,"3,43",55,,no,"CAS: 107-07-3 MARPOL: Y REL. DENSITY: 1,2 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 129 MELT. POINT [°C]: -68 | VISCOSITY [MPA*S]: 3,43 | FLASH POINT [°C]: 55"
545,542,137,ETHYLENECYANOHYDRIN (TECH WITH 21% WATER),,109-784,Y,,,,"1,05",COMPLETE,228,-46,,129,,no,"CAS: 109-784 | MARPOL: Y REL. DENSITY: 1,05 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 228 MELT. POINT [°C]: -46 | FLASH POINT [°C]: 129"
545,542,138,ETHYLENEDIAMINE,,107-15-3,Y,B,,,"0,897",COMPLETE,117,11,"1,6",38,,no,"CAS: 107-15-3 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,897 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 117 MELT. POINT [°C]: 11 | VISCOSITY [MPA*S]: 1,6 | FLASH POINT [°C]: 38"
545,542,139,ETHYLENEDIBROMIDE,,106-934,Y,,,,"2,2","0,4",131,10,"1,7",,,no,"CAS: 106-934 | MARPOL: Y REL. DENSITY: 2,2 | SOLUBILITY [°C]: 0,4 | BOIL. POINT [°C]: 131 MELT. POINT [°C]: 10 | VISCOSITY [MPA*S]: 1,7"
545,542,140,ETHYLENEDICHLORIDE,,107-06-2,Y,B,,,"1,253","0,86",84,-35,"0,84",13,YES,no,"CAS: 107-06-2 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,253 | SOLUBILITY [°C]: 0,86 | BOIL. POINT [°C]: 84 MELT. POINT [°C]: -35 | VISCOSITY [MPA*S]: 0,84 | FLASH POINT [°C]: 13 | STATIC ACCUMULATOR: YES"
545,542,141,ETHYLENEGLYCOL,,107-21-1,Z,,,,"1,12",COMPLETE,196,-13,21,115,,no,"CAS: 107-21-1 | MARPOL: Z REL. DENSITY: 1,12 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 196 MELT. POINT [°C]: -13 | VISCOSITY [MPA*S]: 21 | FLASH POINT [°C]: 115"
546,543,142,ETHYLENEGLYCOLDIACETATE,,111-55-7,Y,,,,"1,1",16,190,-31,"2,9",88,,no,"CAS: 111-55-7 | MARPOL: Y REL. DENSITY: 1,1 | SOLUBILITY [°C]: 16 | BOIL. POINT [°C]: 190 MELT. POINT [°C]: -31 | VISCOSITY [MPA*S]: 2,9 | FLASH POINT [°C]: 88"
546,543,143,ETHYLENEGLYCOLMONOBUTYLETHER,,111-76-2,Y,,,,"0,9",COMPLETE,171,-70,"6,2",67,,no,"CAS: 111-76-2 MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 171 MELT. POINT [°C]: -70 | VISCOSITY [MPA*S]: 6,2 | FLASH POINT [°C]: 67"
546,543,144,ETHYLENEGLYCOLMONOBUTYLETHERACETATE,,112-07-2,Y,,,,"0,94","1,7",192,-63,"1,8",71,,no,"CAS: 112-07-2 | MARPOL: Y REL. DENSITY: 0,94 | SOLUBILITY [°C]: 1,7 | BOIL. POINT [°C]: 192 MELT. POINT [°C]: -63 | VISCOSITY [MPA*S]: 1,8 | FLASH POINT [°C]: 71"
546,543,145,ETHYLENEGLYCOLMONOETHYLETHER,,110-80-5,Y,,,,"0,93",COMPLETE,135,-100,2 (APPROX.),40,,no,"CAS: 110-80-5 | MARPOL: Y REL. DENSITY: 0,93 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 135 MELT. POINT [°C]: -100 | VISCOSITY [MPA*S]: 2 (APPROX.) | FLASH POINT [°C]: 40"
546,543,146,ETHYLENEGLYCOLMONOPHENYLETHER,,122-99-6,Z,,,,"1,1","2,6",237,11,,110,,no,"CAS: 122-99-6 | MARPOL: Z REL. DENSITY: 1,1 | SOLUBILITY [°C]: 2,6 |BOIL. POINT [°C]: 237 MELT. POINT [°C]: 11 | FLASH POINT [°C]: 110"
546,543,147,2-ETHYLHEXANOICACID,,149-57-5,Y,,,,"0,908","0,2",228,-59,"7,7",124,,no,"CAS: 149-57-5 | MARPOL: Y REL. DENSITY: 0,908 | SOLUBILITY [°C]: 0,2 | BOIL. POINT [°C]: 228 MELT. POINT [°C]: -59 | VISCOSITY [MPA*S]: 7,7 | FLASH POINT [°C]: 124"
546,543,148,2-ETHYLHEXANOL,,104-76-7,Y,A,L2,A,"0,83","0,01",185,-76,"8,97",60,,no,"CAS: 104-76-7 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,83 | SOLUBILITY [°C]: 0,01 BOIL. POINT [°C]: 185 MELT. POINT [°C]: -76 | VISCOSITY [MPA*S]: 8,97 | FLASH POINT [°C]: 60"
546,543,149,2-ETHYLHEXYLACRYLATE,,103-11-7,Y,B,,,"0,88",INSOLUBLE,213,-90,"1,8",82,YES,no,"CAS: 103-11-7 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,88 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 213 MELT. POINT [°C]: -90 | VISCOSITY [MPA*S]: 1,8 | FLASH POINT [°C]: 82 | STATIC ACCUMULATOR: YES"
547,544,150,2-ETHYLHEXYLAMINE-1,,104-75-6,Y,,,,"0,79","0,25",-76,,"1,11",50,,no,"CAS: 104-75-6 | MARPOL: Y REL. DENSITY: 0,79 | SOLUBILITY [°C]: 0,25 | BOIL. POINT [°CJ: 169 MELT. POINT [°C]: -76 | VISCOSITY [MPA*S]: 1,11 |FLASH POINT [°C]: 50"
547,544,151,ETHYLMETHACRYLATE,,97-63-2,Y,,,,"0,91","0,54",117,-75,"0,87",20,YES,no,"CAS: 97-63-2 MARPOL: Y REL. DENSITY: 0,91 | SOLUBILITY [°C]: 0,54 | BOIL. POINT [°C]: 117 MELT. POINT [°C]: -75 | VISCOSITY [MPA*S]: 0,87 | FLASH POINT [°C]: 20 | STATIC ACCUMULATOR: YES"
547,544,152,ETHYLTOLUENES (MIXED ISOMERS),,25550-14-5,Y,,,,"0,9 (APPROX.)",INSOLUBLE,160,-17,,36,,no,"CAS: 25550-14-5 | MARPOL: Y REL. DENSITY: 0,9 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 160 MELT. POINT [°C]: -17 | FLASH POINT [°C]: 36"
547,544,153,EXXALS,,,,,,,,,,,,,,yes,
547,544,153,EXXAL 10 ALCOHOL,EXXALS,68526-85-2,Y,,,,"0,838",INSOLUBLE,216,-65,9,94,,no,"CAS: 68526-85-2 | MARPOL: Y REL. DENSITY: 0,838 SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 216 MELT. POINT [°C]: -65 | VISCOSITY [MPA*S]: 9 | FLASH POINT [°C]: 94"
547,544,153,EXXAL 11 ALCOHOL,EXXALS,68551-08-6,X,,,,"0,841",Negligible,229,-50,24,100,,no,"CAS: 68551-08-6 MARPOL: X REL. DENSITY: 0,841 | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 229 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 24 | FLASH POINT [°C]: 100"
547,544,153,EXXAL 12 ALCOHOL,EXXALS,68526-86-3,Y,,,,"0,844",INSOLUBLE,240,-65,12 (@ 40°C),106,,no,"CAS: 68526-86-3 MARPOL: Y REL. DENSITY: 0,844 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 240 MELT. POINT [°C]: -65 | VISCOSITY [MPA*S]: 12 (@ 40°C) | FLASH POINT [°C]: 106"
547,544,153,EXXAL 13 ALCOHOL,EXXALS,68526-86-3,Y,,,,"0,85",INSOLUBLE,254,-40,"16,6",122,,no,"CAS: 68526-86-3 | MARPOL: Y REL. DENSITY: 0,85 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 254 MELT. POINT [°C]: -40 | VISCOSITY [MPA*S]: 16,6 | FLASH POINT [°C]: 122"
548,545,153,EXXAL 8 ALCOHOL,EXXALS,68526-83-0,Y,,,,"0,832",186,,-54,13 | FLASH POINT [°CJ: 76,,,no,"CAS: 68526-83-0 MARPOL: Y REL. DENSITY: 0,832 | SOLUBILITY [°CJ: INSOLUBLE | BOIL. POINT [°C]: 186 MELT. POINT [°C]: -54 | VISCOSITY [MPA*S]: 13 | FLASH POINT [°CJ: 76"
548,545,153,EXXAL L9 ALCOHOL,EXXALS,68526-86-3,Y,,,,"0,85",INSOLUBLE,204,-40,47,80,,no,"CAS: 68526-86-3 MARPOL: Y REL. DENSITY: 0,85 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 204 MELT. POINT [°C]: -40 | VISCOSITY [MPA*S]: 47 | FLASH POINT [°C]: 80"
548,545,154,EXXSOLS,,,,,,,,,,,,,,yes,
548,545,154,EXXSOLD 100,EXXSOLS,,A1,,,,"0,818 (@15°C)",Negligible,236,-33,"2,87",104,YES,no,"MARPOL: A1 REL. DENSITY: 0,818 (@15°C) | SOLUBILITY [°C]: Negligible BOIL. POINT [°C]: 236 MELT. POINT [°C]: -33 | VISCOSITY [MPA*S]: 2,87 | FLASH POINT [°C]: 104 STATIC ACCUMULATOR: YES"
548,545,154,EXXSOLD 100 ULA,EXXSOLS,,A1,,,,"0,82",Negligible,236,-33,"2,87",103,YES,no,"MARPOL: A1 REL. DENSITY: 0,82 | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 236 MELT. POINT [°C]: -33 | VISCOSITY [MPA*S]: 2,87 | FLASH POINT [°C]: 103 | STATIC ACCUMULATOR: YES"
548,545,154,EXXSOLD 110,EXXSOLS,,A1,,,,"0,82",INSOLUBLE,239,,"3,54",106,YES,no,"MARPOL: A1 REL. DENSITY: 0,82 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 239 VISCOSITY [MPA*S]: 3,54 | FLASH POINT [°C]: 106 | STATIC ACCUMULATOR: YES"
548,545,154,EXXSOLD 120,EXXSOLS,,A1,,,,"0,83 (@15°C)",Negligible,254,-21,"4,4",115,YES,no,"MARPOL: A1 REL. DENSITY: 0,83 (@15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 254 MELT. POINT [°C]: -21 | VISCOSITY [MPA*S]: 4,4 | FLASH POINT [°C]: 115 STATIC ACCUMULATOR: YES"
548,545,154,EXXSOLD 140,EXXSOLS,,A1,,,,"0,83 (@15°C)",Negligible,279,-11,"6,14",137,YES,no,"MARPOL: A1 REL. DENSITY: 0,83 (@15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 279 MELT. POINT [°C]: -11 | VISCOSITY [MPA*S]: 6,14 | FLASH POINT [°C]: 137 | STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 180/200 SP,EXXSOLS,,Y,,,,"0,79 (@ 15 °C)",INSOLUBLE,63,,,,YES,no,"MARPOL: Y REL. DENSITY: 0,79 (@ 15 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°CJ: 190 FLASH POINT [°C]: 63 | STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 30,EXXSOLS,,A1,,,,"0,76 (@15°C)",Negligible,136,-90,"0,83",29,YES,no,"MARPOL: A1 REL. DENSITY: 0,76 (@15°C) | SOLUBILITY [°C]: Negligible BOIL. POINT [°C]: 136 MELT. POINT [°C]: -90 | VISCOSITY [MPA*S]: 0,83 | FLASH POINT [°C]: 29 | STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 40,EXXSOLS,,A1,,,,"0,78 (@15°C)",Negligible,154,-72,"1,05",41,YES,no,"MARPOL: A1 REL. DENSITY: 0,78 (@15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 154 MELT. POINT [°C]: -72 | VISCOSITY [MPA*S]: 1,05 | FLASH POINT [°C]: 41 | STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 60,EXXSOLS,,A1,,,,"0,79 (@15°C)",Negligible,184,-54,"1,34",65,YES,no,"MARPOL: A1 REL. DENSITY: 0,79 (@15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 184 MELT. POINT [°C]: -54 | VISCOSITY [MPA*S]: 1,34 | FLASH POINT [°C]: 65 STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 80,EXXSOLS,,A1,,,,"0,8 ( @15°C)",Negligible,203,-48,"1,84",79,YES,no,"MARPOL: A1 REL. DENSITY: 0,8 ( @15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 203 MELT. POINT [°C]: -48 | VISCOSITY [MPA*S]: 1,84 | FLASH POINT [°C]: 79 STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D 95,EXXSOLS,64742-47-8,Z,,,,"0,808",INSOLUBLE,220,-20,2 (@25°C),88,YES,no,"CAS: 64742-47-8 | MARPOL: Z REL. DENSITY: 0,808 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 220 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 2 (@25°C) | FLASH POINT [°C]: 88 | STATIC ACCUMULATOR: YES"
549,546,154,EXXSOL D130 FLUID,EXXSOLS,64742-46-7,Y,,,,"0,824 (@15 °C)",INSOLUBLE,275,-6,"5,68 (APPROX.)",,,no,"CAS: 64742-46-7 | MARPOL: Y REL. DENSITY: 0,824 (@15 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 275 MELT. POINT [°C]: -6 | VISCOSITY [MPA*S]: 5,68 (APPROX.) | FLASH POINT [°C]:"
550,547,154,EXXSOL D220/230,EXXSOLS,,A1,,,,"0,81 ( @15°C)",Negligible,220,-39,"2,18",91,YES,no,"MARPOL: A1 REL. DENSITY: 0,81 ( @15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 220 MELT. POINT [°C]: -39 | VISCOSITY [MPA*S]: 2,18 | FLASH POINT [°C]: 91 STATIC ACCUMULATOR: YES"
550,547,154,EXXSOL D60(S),EXXSOLS,64742-48-9,Y,,,,"0,76 (@ 15°C)",Insoluble,185,-114,"1,3",66,YES,no,"CAS: 64742-48-9 | MARPOL: Y REL. DENSITY: 0,76 (@ 15°C) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 185 MELT. POINT [°C]: -114 | VISCOSITY [MPA*S]: 1,3 | FLASH POINT [°C]: 66 | STATIC ACCUMULATOR: YES"
550,547,154,EXXSOL DSP 100/140,EXXSOLS,,X,,,,"0,738",INSOLUBLE,101,,"0,54",0,YES,no,"MARPOL: X REL. DENSITY: 0,738 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 101 VISCOSITY [MPA*S]: 0,54 | FLASH POINT [°C]: 0 | STATIC ACCUMULATOR: YES"
550,547,154,EXXSOL DSP 145/160,EXXSOLS,,A1,,,,"0,761",Negligible,147,-20,"0,83",33,YES,no,"MARPOL: A1 REL. DENSITY: 0,761 | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 147 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,83 | FLASH POINT [°C]: 33 STATIC ACCUMULATOR: YES"
550,547,154,EXXSOL DSP 60/95 S,EXXSOLS,,A1,,,,"0,7 (@15°C)",Negligible,66,-20,"0,35",-20,YES,no,"MARPOL: A1 REL. DENSITY: 0,7 (@15°C) | SOLUBILITY [°C]: Negligible | BOIL. POINT [°C]: 66 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,35 | FLASH POINT [°C]: -20 | STATIC ACCUMULATOR: YES"
551,548,155,FATTY ACID METHYL ESTERS,,,,,,,,,,,,,,yes,
551,548,155,COCONUT OIL FATTY ACID METHYL ESTER,FATTY ACID METHYL ESTERS,61788-59-8,Y,A,L2,A,"0,85 (@ 40 °C)",INSOLUBLE,150,17,11 (@25°C),120,,no,"CAS: 61788-59-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,85 (@ 40 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 150 MELT. POINT [°C]: 17 | VISCOSITY [MPA*S]: 11 (@25°C) | FLASH POINT [°C]: 120"
551,548,155,PALM OIL FATTY ACID METHYL ESTER,FATTY ACID METHYL ESTERS,67784-80-9,Y,A,L2,A,"0,88",INSOLUBLE,200,"17,5","4,5",100,,no,"CAS: 67784-80-9 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,88 SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 17,5 | VISCOSITY [MPA*S]: 4,5 | FLASH POINT [°C]: 100"
551,548,155,RAPE SEED OIL FATTY ACID METHYL ESTERS,FATTY ACID METHYL ESTERS,73891-99-3,Y,A,L2,A,"0,88",INSOLUBLE,330,6,"4,7 (40)",91,,no,"CAS: 73891-99-3 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,88 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 330 MELT. POINT [°C]: 6 | VISCOSITY [MPA*S]: 4,7 (40) | FLASH POINT [°C]: 91"
551,548,155,SOYBEAN OIL FATTY ACID METHYL ESTER,FATTY ACID METHYL ESTERS,67784-80-9,Y,A,L2,A,"0,888",INSOLUBLE,200,1,"6,56",120,,no,"CAS: 67784-80-9 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,888 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 1 | VISCOSITY [MPA*S]: 6,56 | FLASH POINT [°C]: 120"
551,548,155,USED COOKING OIL METHYL ESTERS,FATTY ACID METHYL ESTERS,67762-38-3,Y,B,,,"0,8881",INSOLUBLE,354,6,40 (@40°C),173,,no,"CAS: 67762-38-3 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,8881 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 354 MELT. POINT [°C]: 6 | VISCOSITY [MPA*S]: 40 (@40°C) | FLASH POINT [°C]: 173"
551,548,156,"FATTY ACIDS, C12+",,143-07-7,Y,A,L2,A,"0,84 (@ 60 °C)",Insoluble,290,44,(SOLID),160,,no,"CAS: 143-07-7 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,84 (@ 60 °C) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 290 MELT. POINT [°C]: 44 | VISCOSITY [MPA*S]: (SOLID) | FLASH POINT [°C]: 160"
551,548,157,FISHOIL,,8016-13-5,Y,A,L1,A,"0,93",INSOLUBLE,250,15,60,216,,no,"CAS: 8016-13-5 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,93 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 15 | VISCOSITY [MPA*S]: 60 | FLASH POINT [°C]: 216"
552,549,158,FORMALDEHYDE SOLUTIONS (45% OR LESS),,50-00-0,Y,,,,"1,135 (APPROX.)",COMPLETE,96,-15,,56,,no,"CAS: 50-00-0 | MARPOL: Y REL. DENSITY: 1,135 (APPROX.) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 96 MELT. POINT [°C]: -15 | FLASH POINT [°C]: 56"
552,549,159,FORMAMIDE,,75-12-7,Y,,,,"1,13",COMPLETE,210,"2,5","3,3",154,,no,"CAS: 75-12-7 | MARPOL: Y REL. DENSITY: 1,13 SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 210 MELT. POINT [°C]: 2,5 | VISCOSITY [MPA*S]: 3,3 | FLASH POINT [°C]: 154"
552,549,160,FORMIC ACID MIXTURE (CONTAINING UP TO 18% PROPIONIC ACID AND UP TO,,64-18-6,Z,,,,"1,25",COMPLETE,114,-25,14,61,,no,"25% SODIUM FORMATE) CAS: 64-18-6 | MARPOL: Z REL. DENSITY: 1,25 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 114 MELT. POINT [°C]: -25 | VISCOSITY [MPA*S]: 14 | FLASH POINT [°C]: 61"
552,549,161,FORMICACID 85% OR LESS,,64-18-6,Y,A,L2,A,"1,22",COMPLETE,101,8,"1,804",69,,no,"CAS: 64-18-6 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 1,22 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 101 MELT. POINT [°C]: 8 | VISCOSITY [MPA*S]: 1,804 | FLASH POINT [°C]: 69"
552,549,162,FUEL ETHANOL,,,X,,,,"0,76 (@15°C)",PARTLY SOL.,25,,1,0,YES,no,"MARPOL: X REL. DENSITY: 0,76 (@15°C) | SOLUBILITY [°C]: PARTLY SOL. | BOIL. POINT [°C]: 25 VISCOSITY [MPA*S]: 1 | FLASH POINT [°C]: 0 | STATIC ACCUMULATOR: YES"
552,549,163,FUELOIL NO. 4,,68476-31-3,A1,,,,"0,9",INSOLUBLE,177,-10,24 (MAX @ 40 C),60,,no,"CAS: 68476-31-3 | MARPOL: A1 REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 177 MELT. POINT [°C]: -10 | VISCOSITY [MPA*S]: 24 (MAX @ 40 C) | FLASH POINT [°C]: 60"
